,date,temperature
17670,2016-09-06,15.725
17671,2016-09-06,17.313333333333333
17672,2016-09-06,20.715
17673,2016-09-06,24.56
17674,2016-09-06,27.77333333333333
17675,2016-09-06,30.18
17676,2016-09-06,31.49333333333333
17677,2016-09-06,32.81333333333333
17678,2016-09-06,33.125
17679,2016-09-06,33.050000000000004
17680,2016-09-06,32.39
17681,2016-09-06,30.35833333333333
17682,2016-09-06,27.23166666666667
17683,2016-09-06,25.241666666666664
17684,2016-09-06,23.776666666666667
17685,2016-09-06,22.141666666666666
17686,2016-09-06,20.381666666666664
17687,2016-09-06,19.325
18024,2016-09-21,12.77
18025,2016-09-21,12.481666666666667
18026,2016-09-21,12.355
18027,2016-09-21,12.118333333333334
18028,2016-09-21,11.771666666666668
18029,2016-09-21,11.351666666666668
18030,2016-09-21,11.281666666666666
18031,2016-09-21,11.54
18032,2016-09-21,13.546666666666669
